"country","year","Y","SE_var","Region","source_cov","source_cov2","cov1","cov2","P_Region"
"Country 1",2014,NA,NA,"Region 7",0,0,-0.282660170776257,0.0798967721432629,"Region 7"
"Country 1",2015,NA,NA,"Region 7",0,0,-0.277715811891255,0.0771260721744191,"Region 7"
"Country 1",2016,NA,NA,"Region 7",0,0,-0.269001795459229,0.072361965960289,"Region 7"
"Country 1",2017,NA,NA,"Region 7",0,0,-0.26031120683986,0.0677619244064245,"Region 7"
"Country 1",2018,0.0822460062440195,0.00345906894654036,"Region 7",0,0,-0.251722491175264,0.063364212563481,"Region 7"
"Country 1",2019,NA,NA,"Region 7",0,0,-0.242990880993021,0.0590445682457646,"Region 7"
"Country 1",2020,NA,NA,"Region 7",0,0,-0.234936164650821,0.0551950014608378,"Region 7"
"Country 1",2021,NA,NA,"Region 7",0,0,-0.226931389626044,0.0514978555976075,"Region 7"
"Country 1",2022,NA,NA,"Region 7",0,0,-0.220789690913413,0.0487480876136406,"Region 7"
"Country 10",1990,NA,NA,"Region 4",0,0,0.154166971781792,0.0237674551883678,"Region 4"
"Country 10",1991,NA,NA,"Region 4",0,0,0.158076177898552,0.0249880780190146,"Region 4"
"Country 10",1992,NA,NA,"Region 4",0,0,0.162214451783624,0.0263135283674616,"Region 4"
"Country 10",1993,NA,NA,"Region 4",0,0,0.166946325549408,0.0278710756144488,"Region 4"
"Country 10",1994,NA,NA,"Region 4",0,0,0.171155060531998,0.0292940547457118,"Region 4"
"Country 10",1995,0.163066258535358,0.00430394737597113,"Region 4",0,0,0.175914102451003,0.0309457714411419,"Region 4"
"Country 10",1996,NA,NA,"Region 4",0,0,0.180407274428514,0.032546784666725,"Region 4"
"Country 10",1997,NA,NA,"Region 4",0,0,0.185278350889331,0.03432806730827,"Region 4"
"Country 10",1998,NA,NA,"Region 4",0,0,0.189484120428716,0.0359042318946441,"Region 4"
"Country 10",1999,NA,NA,"Region 4",0,0,0.193895006025134,0.0375952733614867,"Region 4"
"Country 10",2000,NA,NA,"Region 4",0,0,0.198472817751507,0.0393914593862228,"Region 4"
"Country 10",2001,NA,NA,"Region 4",0,0,0.202677309263289,0.0410780916902068,"Region 4"
"Country 10",2002,NA,NA,"Region 4",0,0,0.207521144256931,0.0430650253137058,"Region 4"
"Country 10",2003,NA,NA,"Region 4",0,0,0.211943796097474,0.0449201727042075,"Region 4"
"Country 10",2004,NA,NA,"Region 4",0,0,0.216072306878918,0.0466872417999772,"Region 4"
"Country 10",2005,NA,NA,"Region 4",0,0,0.219276766661342,0.0480823003974525,"Region 4"
"Country 10",2006,NA,NA,"Region 4",0,0,0.220514301171524,0.0486265570211655,"Region 4"
"Country 10",2007,0.167900102432629,0.011104833604994,"Region 4",0,0,0.221582185263598,0.0490986648261914,"Region 4"
"Country 10",2008,NA,NA,"Region 4",0,0,0.224607397969256,0.0504484832225196,"Region 4"
"Country 10",2009,NA,NA,"Region 4",0,0,0.228774368891263,0.0523377118615955,"Region 4"
"Country 10",2010,NA,NA,"Region 4",0,0,0.232608952473487,0.0541069247708128,"Region 4"
"Country 10",2011,NA,NA,"Region 4",0,0,0.23563146229314,0.0555221860224033,"Region 4"
"Country 10",2012,NA,NA,"Region 4",0,0,0.239044260927711,0.0571421586824754,"Region 4"
"Country 10",2013,NA,NA,"Region 4",0,0,0.244384342821712,0.0597237070163999,"Region 4"
"Country 10",2014,0.353401815581135,0.0181191703601414,"Region 4",0,0,0.24847810955668,0.0617413709288613,"Region 4"
"Country 10",2015,NA,NA,"Region 4",0,0,0.252213052173474,0.0636114236866594,"Region 4"
"Country 10",2016,NA,NA,"Region 4",0,0,0.256390093937069,0.0657358802690589,"Region 4"
"Country 10",2017,0.420997331676818,0.0201167886690992,"Region 4",0,0,0.259719001687015,0.0674539598372995,"Region 4"
"Country 10",2018,NA,NA,"Region 4",0,0,0.26330348775368,0.0693287266632522,"Region 4"
"Country 10",2019,NA,NA,"Region 4",0,0,0.266678517100508,0.0711174314829258,"Region 4"
"Country 10",2020,NA,NA,"Region 4",0,0,0.268709968492726,0.0722050471673617,"Region 4"
"Country 10",2021,NA,NA,"Region 4",0,0,0.270576569928835,0.0732116801944536,"Region 4"
"Country 10",2022,NA,NA,"Region 4",0,0,0.27205017961179,0.074011300226807,"Region 4"
"Country 100",1990,NA,NA,"Region 6",0,0,-0.100516725813497,0.0101036121682658,"Region 6"
"Country 100",1991,NA,NA,"Region 6",0,0,-0.0948487347904793,0.00899628249135468,"Region 6"
"Country 100",1992,NA,NA,"Region 6",0,0,-0.0890625700035953,0.00793214137564531,"Region 6"
"Country 100",1993,NA,NA,"Region 6",0,0,-0.0831120586487853,0.00690761429283913,"Region 6"
"Country 100",1994,NA,NA,"Region 6",0,0,-0.0769072784847113,0.00591472948392494,"Region 6"
"Country 100",1995,NA,NA,"Region 6",0,0,-0.0702051727751013,0.00492876628438182,"Region 6"
"Country 100",1996,0.48623350995871,0.0152159491553903,"Region 6",0,0,-0.0628294512179303,0.00394753994034628,"Region 6"
"Country 100",1997,NA,NA,"Region 6",0,0,-0.0551480126342253,0.00304130329750467,"Region 6"
"Country 100",1998,NA,NA,"Region 6",0,0,-0.0467780772968073,0.00218818851558608,"Region 6"
"Country 100",1999,NA,NA,"Region 6",0,0,-0.0385915746129333,0.0014893096311056,"Region 6"
"Country 100",2000,NA,NA,"Region 6",0,0,-0.0308392322288823,0.000951058244466933,"Region 6"
"Country 100",2001,NA,NA,"Region 6",0,0,-0.0233347754016243,0.000544511743044251,"Region 6"
"Country 100",2002,NA,NA,"Region 6",0,0,-0.0157449547024873,0.000247903598583376,"Region 6"
"Country 100",2003,NA,NA,"Region 6",0,0,-0.00817889965836827,6.68943996216565e-05,"Region 6"
"Country 100",2004,0.432259729429928,0.0170452556102452,"Region 6",0,0,-0.000109624639847317,1.20175616616539e-08,"Region 6"
"Country 100",2005,NA,NA,"Region 6",0,0,0.00828242261077872,6.85985243035385e-05,"Region 6"
"Country 100",2006,NA,NA,"Region 6",0,0,0.0163441821717597,0.000267132290863668,"Region 6"
"Country 100",2007,NA,NA,"Region 6",0,0,0.0250591067297588,0.00062795883009344,"Region 6"
"Country 100",2008,NA,NA,"Region 6",0,0,0.0343077197786427,0.00117701963640987,"Region 6"
"Country 100",2009,NA,NA,"Region 6",0,0,0.0445512064476458,0.00198480999594075,"Region 6"
"Country 100",2010,NA,NA,"Region 6",0,0,0.0551340829984287,0.00303976710807762,"Region 6"
"Country 100",2011,NA,NA,"Region 6",0,0,0.0663351252944328,0.00440034884782809,"Region 6"
"Country 100",2012,NA,NA,"Region 6",0,0,0.0784953829600448,0.00616152514604409,"Region 6"
"Country 100",2013,NA,NA,"Region 6",0,0,0.0887316944916627,0.00787331360736177,"Region 6"
"Country 100",2014,NA,NA,"Region 6",0,0,0.0941346267192067,0.00886132794756438,"Region 6"
"Country 100",2015,NA,NA,"Region 6",0,0,0.100269215588777,0.0100539155947886,"Region 6"
"Country 100",2016,NA,NA,"Region 6",0,0,0.106212639424886,0.0112811247736008,"Region 6"
"Country 100",2017,NA,NA,"Region 6",0,0,0.111786835200137,0.0124962965240625,"Region 6"
"Country 100",2018,NA,NA,"Region 6",0,0,0.117165943586341,0.0137278583364776,"Region 6"
"Country 100",2019,NA,NA,"Region 6",0,0,0.122503534553016,0.0150071159779819,"Region 6"
"Country 100",2020,NA,NA,"Region 6",0,0,0.126122871526825,0.0159069787221719,"Region 6"
"Country 100",2021,NA,NA,"Region 6",0,0,0.129791463907233,0.0168458241031825,"Region 6"
"Country 100",2022,NA,NA,"Region 6",0,0,0.132482934125113,0.0175517278343989,"Region 6"
"Country 101",1990,NA,NA,"Region 8",0,0,-0.237896974453452,0.0565949704541065,"Region 8"
"Country 101",1991,NA,NA,"Region 8",0,0,-0.231885854524175,0.053771049528407,"Region 8"
"Country 101",1992,NA,NA,"Region 8",0,0,-0.22591514685886,0.0510376535802604,"Region 8"
"Country 101",1993,NA,NA,"Region 8",0,0,-0.21943795746457,0.0481530171762226,"Region 8"
"Country 101",1994,NA,NA,"Region 8",0,0,-0.212793123370102,0.0452809133536036,"Region 8"
"Country 101",1995,NA,NA,"Region 8",0,0,-0.206170180449035,0.0425061433063878,"Region 8"
"Country 101",1996,NA,NA,"Region 8",0,0,-0.199179446791781,0.03967245202428,"Region 8"
"Country 101",1997,NA,NA,"Region 8",0,0,-0.192190981871237,0.0369373735126303,"Region 8"
"Country 101",1998,NA,NA,"Region 8",0,0,-0.185742681124268,0.0345003435912316,"Region 8"
"Country 101",1999,NA,NA,"Region 8",0,0,-0.179534960396472,0.0322328020045629,"Region 8"
"Country 101",2000,NA,NA,"Region 8",0,0,-0.173477827943391,0.0300945567879569,"Region 8"
"Country 101",2001,NA,NA,"Region 8",0,0,-0.167295602293292,0.0279878185466754,"Region 8"
"Country 101",2002,NA,NA,"Region 8",0,0,-0.161601926940026,0.0261151827907296,"Region 8"
"Country 101",2003,NA,NA,"Region 8",0,0,-0.156165089994336,0.0243875353329391,"Region 8"
"Country 101",2004,0.181021040019279,0.00675220647826791,"Region 8",0,0,-0.150973126169012,0.0227928848252445,"Region 8"
"Country 101",2005,NA,NA,"Region 8",0,0,-0.145763758287081,0.0212470732299747,"Region 8"
"Country 101",2006,NA,NA,"Region 8",0,0,-0.140370170822439,0.0197037848567208,"Region 8"
"Country 101",2007,NA,NA,"Region 8",0,0,-0.134984003793037,0.0182206812799987,"Region 8"
"Country 101",2008,NA,NA,"Region 8",0,0,-0.129199266155979,0.0166924503752436,"Region 8"
"Country 101",2009,0.199947783517714,0.00681404815986753,"Region 8",0,0,-0.123898146826075,0.0153507507869357,"Region 8"
"Country 101",2010,NA,NA,"Region 8",0,0,-0.11872344944134,0.0140952574472505,"Region 8"
"Country 101",2011,NA,NA,"Region 8",0,0,-0.113151825458284,0.012803335604542,"Region 8"
"Country 101",2012,NA,NA,"Region 8",0,0,-0.106904806264516,0.0114286376024538,"Region 8"
"Country 101",2013,NA,NA,"Region 8",0,0,-0.0989419428519483,0.0097895080553182,"Region 8"
"Country 101",2014,0.208357776335798,0.00693795783445239,"Region 8",0,0,-0.0924629048362453,0.00854938877075656,"Region 8"
"Country 101",2015,NA,NA,"Region 8",0,0,-0.0859803955923433,0.00739262842621584,"Region 8"
"Country 101",2016,NA,NA,"Region 8",0,0,-0.0797575611641033,0.00636126856284567,"Region 8"
"Country 101",2017,NA,NA,"Region 8",0,0,-0.0740571774273033,0.00548446552849908,"Region 8"
"Country 101",2018,0.188596981275971,0.00525715062394738,"Region 8",0,0,-0.0685286020735982,0.00469616930216157,"Region 8"
"Country 101",2019,NA,NA,"Region 8",0,0,-0.0630090951381013,0.0039701460701223,"Region 8"
"Country 101",2020,NA,NA,"Region 8",0,0,-0.0587603417303872,0.00345277776027189,"Region 8"
"Country 101",2021,NA,NA,"Region 8",0,0,-0.0547559902663983,0.00299821847005391,"Region 8"
"Country 101",2022,NA,NA,"Region 8",0,0,-0.0516421026014093,0.00266690676109449,"Region 8"
"Country 102",1990,NA,NA,"Region 9",0,0,-0.351670236647606,0.123671955343783,"Region 9"
"Country 102",1991,NA,NA,"Region 9",0,0,-0.349435584290873,0.122105227568704,"Region 9"
"Country 102",1992,NA,NA,"Region 9",0,0,-0.349797274895154,0.122358133524076,"Region 9"
"Country 102",1993,NA,NA,"Region 9",0,0,-0.352287461888532,0.124106455803864,"Region 9"
"Country 102",1994,NA,NA,"Region 9",0,0,-0.355556647384244,0.126420529499124,"Region 9"
"Country 102",1995,NA,NA,"Region 9",0,0,-0.359260400453687,0.129068035334144,"Region 9"
"Country 102",1996,NA,NA,"Region 9",0,0,-0.36403410121792,0.132520826849539,"Region 9"
"Country 102",1997,NA,NA,"Region 9",0,0,-0.364589737314475,0.132925676555038,"Region 9"
"Country 102",1998,NA,NA,"Region 9",0,0,-0.361765057801148,0.130873957045868,"Region 9"
"Country 102",1999,NA,NA,"Region 9",0,0,-0.35543360620392,0.126333048419123,"Region 9"
"Country 102",2000,0.0798751186872085,0.00385859119705856,"Region 9",0,0,-0.343076073014878,0.11770119187531,"Region 9"
"Country 102",2001,NA,NA,"Region 9",0,0,-0.332290150345891,0.110416744016895,"Region 9"
"Country 102",2002,NA,NA,"Region 9",0,0,-0.321774628776895,0.103538911724509,"Region 9"
"Country 102",2003,NA,NA,"Region 9",0,0,-0.317834306711556,0.101018646522816,"Region 9"
"Country 102",2004,NA,NA,"Region 9",0,0,-0.312497757691584,0.0976548485622681,"Region 9"
"Country 102",2005,NA,NA,"Region 9",0,0,-0.307097917001845,0.0943091306268723,"Region 9"
"Country 102",2006,NA,NA,"Region 9",0,0,-0.300939869728349,0.0905648051921158,"Region 9"
"Country 102",2007,0.0743885573883593,0.00354477530345321,"Region 9",0,0,-0.294788998215983,0.086900553469183,"Region 9"
"Country 102",2008,NA,NA,"Region 9",0,0,-0.288186955334701,0.0830517212250851,"Region 9"
"Country 102",2009,NA,NA,"Region 9",0,0,-0.281734326021161,0.079374230458598,"Region 9"
"Country 102",2010,0.048953748208713,0.00332989916205406,"Region 9",0,0,-0.274725355672948,0.0754740210496279,"Region 9"
"Country 102",2011,NA,NA,"Region 9",0,0,-0.267839011706956,0.0717377361921591,"Region 9"
"Country 102",2012,NA,NA,"Region 9",0,0,-0.260376208445866,0.0677957699246452,"Region 9"
"Country 102",2013,0.0582060507077391,0.00389407621696591,"Region 9",0,0,-0.251987312879329,0.063497605852145,"Region 9"
"Country 102",2014,NA,NA,"Region 9",0,0,-0.244032375044419,0.0595518000698201,"Region 9"
"Country 102",2015,NA,NA,"Region 9",0,0,-0.236404615376389,0.0558871421712586,"Region 9"
"Country 102",2016,0.0797333882284811,0.00467664003372192,"Region 9",1,0,-0.229635904382386,0.0527326485815165,"Region 9"
"Country 102",2017,NA,NA,"Region 9",0,0,-0.223185163607706,0.0498116172545986,"Region 9"
"Country 102",2018,NA,NA,"Region 9",0,0,-0.216962467566436,0.0470727123325169,"Region 9"
"Country 102",2019,0.0808246721409718,0.00606884726281239,"Region 9",0,0,-0.210993976024691,0.044518457918708,"Region 9"
"Country 102",2020,NA,NA,"Region 9",0,0,-0.206052366214428,0.0424575776225649,"Region 9"
"Country 102",2021,NA,NA,"Region 9",0,0,-0.201372493853172,0.0405508812806459,"Region 9"
"Country 102",2022,NA,NA,"Region 9",0,0,-0.198023842376979,0.0392134421497427,"Region 9"
"Country 103",1990,NA,NA,"Region 6",0,0,-0.105428009942399,0.0111150652804146,"Region 6"
"Country 103",1991,NA,NA,"Region 6",0,0,-0.0887361353302733,0.00787410171335258,"Region 6"
"Country 103",1992,NA,NA,"Region 6",0,0,-0.0719789824943963,0.0051809739209286,"Region 6"
"Country 103",1993,NA,NA,"Region 6",0,0,-0.0555240703297653,0.00308292238598472,"Region 6"
"Country 103",1994,NA,NA,"Region 6",0,0,-0.0391898278547372,0.00153584260728394,"Region 6"
"Country 103",1995,0.255906428902456,0.00765150738880038,"Region 6",0,0,-0.0234569925805993,0.000550230500926291,"Region 6"
"Country 103",1996,NA,NA,"Region 6",0,0,-0.00787441766262531,6.20064535254655e-05,"Region 6"
"Country 103",1997,NA,NA,"Region 6",0,0,0.00704267970734374,4.95993374602312e-05,"Region 6"
"Country 103",1998,NA,NA,"Region 6",0,0,0.0207913580458847,0.000432280569392175,"Region 6"
"Country 103",1999,NA,NA,"Region 6",0,0,0.0334796477746437,0.00112088681511421,"Region 6"
"Country 103",2000,NA,NA,"Region 6",0,0,0.0456140085404707,0.00208063777513013,"Region 6"
"Country 103",2001,NA,NA,"Region 6",0,0,0.0567035610560798,0.00321529383644057,"Region 6"
"Country 103",2002,NA,NA,"Region 6",0,0,0.0669123983126737,0.0044772690479539,"Region 6"
"Country 103",2003,NA,NA,"Region 6",0,0,0.0775020676135497,0.00600657048437523,"Region 6"
"Country 103",2004,NA,NA,"Region 6",0,0,0.0876838455886507,0.00768845677721434,"Region 6"
"Country 103",2005,NA,NA,"Region 6",0,0,0.0982995384643347,0.00966279926230122,"Region 6"
"Country 103",2006,NA,NA,"Region 6",0,0,0.108612403678285,0.0117966542327747,"Region 6"
"Country 103",2007,0.430086639571162,0.0162271330885304,"Region 6",0,0,0.11846932829093,0.0140349817457041,"Region 6"
"Country 103",2008,NA,NA,"Region 6",0,0,0.127171256152796,0.01617252839148,"Region 6"
"Country 103",2009,NA,NA,"Region 6",0,0,0.134806068469306,0.0181726760961512,"Region 6"
"Country 103",2010,NA,NA,"Region 6",0,0,0.142637633708618,0.0203454945499938,"Region 6"
"Country 103",2011,NA,NA,"Region 6",0,0,0.144021497350082,0.0207421916989596,"Region 6"
"Country 103",2012,NA,NA,"Region 6",0,0,0.149989333797354,0.022496800252974,"Region 6"
"Country 103",2013,NA,NA,"Region 6",0,0,0.151671526006589,0.0230042518011673,"Region 6"
"Country 103",2014,0.532366830333646,0.0183400430485937,"Region 6",0,0,0.150577453419327,0.0226735694782495,"Region 6"
"Country 103",2015,NA,NA,"Region 6",0,0,0.148467597480428,0.0220426275016103,"Region 6"
"Country 103",2016,NA,NA,"Region 6",0,0,0.145632843936373,0.0212089252329959,"Region 6"
"Country 103",2017,NA,NA,"Region 6",0,0,0.145028802619709,0.0210333535893064,"Region 6"
"Country 103",2018,NA,NA,"Region 6",0,0,0.146005924086617,0.0213177298683869,"Region 6"
"Country 103",2019,NA,NA,"Region 6",0,0,0.145829737816054,0.021266312431499,"Region 6"
"Country 103",2020,NA,NA,"Region 6",0,0,0.137678964342409,0.0189554972223982,"Region 6"
"Country 103",2021,NA,NA,"Region 6",0,0,0.129397614518855,0.0167437426431701,"Region 6"
"Country 103",2022,NA,NA,"Region 6",0,0,0.118465467327033,0.0140340669490122,"Region 6"
"Country 104",1990,NA,NA,"Region 3",0,0,0.0877567421951237,0.00770124580070141,"Region 3"
"Country 104",1991,NA,NA,"Region 3",0,0,0.0889171837170247,0.00790626556016713,"Region 3"
"Country 104",1992,NA,NA,"Region 3",0,0,0.0992097936820168,0.00984258316242833,"Region 3"
"Country 104",1993,NA,NA,"Region 3",0,0,0.109744348343044,0.0120438219932393,"Region 3"
"Country 104",1994,NA,NA,"Region 3",0,0,0.112752698033004,0.0127131709137217,"Region 3"
"Country 104",1995,NA,NA,"Region 3",0,0,0.116699303885001,0.0136187275272437,"Region 3"
"Country 104",1996,NA,NA,"Region 3",0,0,0.122414987195711,0.014985429090126,"Region 3"
"Country 104",1997,NA,NA,"Region 3",0,0,0.128523185270683,0.0165182091521222,"Region 3"
"Country 104",1998,NA,NA,"Region 3",0,0,0.133426067069645,0.0178025153736733,"Region 3"
"Country 104",1999,NA,NA,"Region 3",0,0,0.139306828849529,0.0194063925641119,"Region 3"
"Country 104",2000,NA,NA,"Region 3",0,0,0.148978398194377,0.0221945631285623,"Region 3"
"Country 104",2001,NA,NA,"Region 3",0,0,0.157265884361961,0.0247325583841496,"Region 3"
"Country 104",2002,NA,NA,"Region 3",0,0,0.163017996114946,0.0265748670573325,"Region 3"
"Country 104",2003,NA,NA,"Region 3",0,0,0.170309609551611,0.0290053631056221,"Region 3"
"Country 104",2004,NA,NA,"Region 3",0,0,0.179442220258098,0.0321995104111557,"Region 3"
"Country 104",2005,NA,NA,"Region 3",0,0,0.186643064927325,0.0348356336854656,"Region 3"
"Country 104",2006,NA,NA,"Region 3",0,0,0.192205823719409,0.0369430786716564,"Region 3"
"Country 104",2007,NA,NA,"Region 3",0,0,0.19829541692808,0.039321072374681,"Region 3"
"Country 104",2008,NA,NA,"Region 3",0,0,0.208232740999792,0.0433608744242863,"Region 3"
"Country 104",2009,NA,NA,"Region 3",0,0,0.220145606668878,0.0484640881356082,"Region 3"
"Country 104",2010,NA,NA,"Region 3",0,0,0.224190256734138,0.0502612712145186,"Region 3"
"Country 104",2011,NA,NA,"Region 3",0,0,0.228727276519397,0.0523161670239806,"Region 3"
"Country 104",2012,NA,NA,"Region 3",0,0,0.237080862832425,0.056207335521367,"Region 3"
"Country 104",2013,NA,NA,"Region 3",0,0,0.241901460748534,0.0585163167122744,"Region 3"
"Country 104",2014,NA,NA,"Region 3",0,0,0.246149879201316,0.0605897630308223,"Region 3"
"Country 104",2015,NA,NA,"Region 3",0,0,0.251574755823505,0.063289857767656,"Region 3"
"Country 104",2016,NA,NA,"Region 3",0,0,0.258462260411365,0.0668027400569521,"Region 3"
"Country 104",2017,NA,NA,"Region 3",0,0,0.263841929500229,0.0696125637624036,"Region 3"
"Country 104",2018,NA,NA,"Region 3",0,0,0.26924937153757,0.0724952240733762,"Region 3"
"Country 104",2019,NA,NA,"Region 3",0,0,0.274384238482992,0.0752867103278913,"Region 3"
"Country 104",2020,NA,NA,"Region 3",0,0,0.277827112151906,0.0771879042466676,"Region 3"
"Country 104",2021,NA,NA,"Region 3",0,0,0.280862019190074,0.0788834738235253,"Region 3"
"Country 104",2022,NA,NA,"Region 3",0,0,0.283344354429042,0.0802840231868104,"Region 3"
"Country 105",1990,NA,NA,"Region 4",0,0,0.209866455416867,0.0440439291092397,"Region 4"
"Country 105",1991,NA,NA,"Region 4",0,0,0.214660403328612,0.0460790887572022,"Region 4"
"Country 105",1992,NA,NA,"Region 4",0,0,0.217291248240572,0.0472154865619457,"Region 4"
"Country 105",1993,NA,NA,"Region 4",0,0,0.220647457736272,0.0486853006054798,"Region 4"
"Country 105",1994,NA,NA,"Region 4",0,0,0.226689953543867,0.0513883350377204,"Region 4"
"Country 105",1995,NA,NA,"Region 4",0,0,0.232395757168807,0.054007787950063,"Region 4"
"Country 105",1996,NA,NA,"Region 4",0,0,0.236390709324593,0.0558805674549841,"Region 4"
"Country 105",1997,NA,NA,"Region 4",0,0,0.240629958446522,0.0579027769019748,"Region 4"
"Country 105",1998,NA,NA,"Region 4",0,0,0.244794068142018,0.0599241357975188,"Region 4"
"Country 105",1999,NA,NA,"Region 4",0,0,0.247352867803229,0.0611834412104816,"Region 4"
"Country 105",2000,NA,NA,"Region 4",0,0,0.249487884108274,0.0622442043168234,"Region 4"
"Country 105",2001,NA,NA,"Region 4",0,0,0.252781459048574,0.0638984660387258,"Region 4"
"Country 105",2002,NA,NA,"Region 4",0,0,0.256496571972092,0.0657904914334344,"Region 4"
"Country 105",2003,NA,NA,"Region 4",0,0,0.259380324380101,0.0672781526755263,"Region 4"
"Country 105",2004,NA,NA,"Region 4",0,0,0.261498933936929,0.0683816924501502,"Region 4"
"Country 105",2005,NA,NA,"Region 4",0,0,0.263702202217898,0.069538851454569,"Region 4"
"Country 105",2006,NA,NA,"Region 4",0,0,0.268147894853729,0.0719032935144863,"Region 4"
"Country 105",2007,NA,NA,"Region 4",0,0,0.273365751761016,0.0747288342358653,"Region 4"
"Country 105",2008,NA,NA,"Region 4",0,0,0.276696669644576,0.0765610469923995,"Region 4"
"Country 105",2009,NA,NA,"Region 4",0,0,0.27891165542486,0.0777917115318357,"Region 4"
"Country 105",2010,NA,NA,"Region 4",0,0,0.281027087481389,0.0789762238982721,"Region 4"
"Country 105",2011,NA,NA,"Region 4",0,0,0.283696219765613,0.0804835451092989,"Region 4"
"Country 105",2012,NA,NA,"Region 4",0,0,0.287714985739589,0.0827799130191318,"Region 4"
"Country 105",2013,NA,NA,"Region 4",0,0,0.291613930675859,0.0850386845642245,"Region 4"
"Country 105",2014,NA,NA,"Region 4",0,0,0.294808909542544,0.0869122931456637,"Region 4"
"Country 105",2015,NA,NA,"Region 4",0,0,0.298586846524211,0.0891541049172726,"Region 4"
"Country 105",2016,NA,NA,"Region 4",0,0,0.302283405847601,0.0913752574508253,"Region 4"
"Country 105",2017,NA,NA,"Region 4",0,0,0.304316766118927,0.0926086941410815,"Region 4"
"Country 105",2018,NA,NA,"Region 4",0,0,0.307052706166837,0.0942813643643777,"Region 4"
"Country 105",2019,NA,NA,"Region 4",0,0,0.309584243016463,0.0958424035240762,"Region 4"
"Country 105",2020,NA,NA,"Region 4",0,0,0.311958034196879,0.097317815099981,"Region 4"
"Country 105",2021,NA,NA,"Region 4",0,0,0.314228066612015,0.0987392778467248,"Region 4"
"Country 105",2022,NA,NA,"Region 4",0,0,0.316141478215023,0.0999454342479797,"Region 4"
"Country 106",1990,NA,NA,"Region 1",0,0,-0.29889395182169,0.0893375944355869,"Region 1"
"Country 106",1991,NA,NA,"Region 1",0,0,-0.29779775885996,0.0886835051820151,"Region 1"
"Country 106",1992,0.0466045072860667,0.00215564388781786,"Region 1",0,0,-0.297171532934847,0.088310919986847,"Region 1"
"Country 106",1993,NA,NA,"Region 1",0,0,-0.296676016431489,0.0880166587256573,"Region 1"
"Country 106",1994,NA,NA,"Region 1",0,0,-0.296323777159591,0.0878077809101271,"Region 1"
"Country 106",1995,NA,NA,"Region 1",0,0,-0.295760334813443,0.0874741756489601,"Region 1"
"Country 106",1996,NA,NA,"Region 1",0,0,-0.294799481339482,0.0869067341980278,"Region 1"
"Country 106",1997,0.0617203470594281,0.00341264893329883,"Region 1",0,0,-0.293290922800536,0.0860195653971901,"Region 1"
"Country 106",1998,NA,NA,"Region 1",0,0,-0.291275854987544,0.0848416236987249,"Region 1"
"Country 106",1999,NA,NA,"Region 1",0,0,-0.288771101743322,0.0833887492020522,"Region 1"
"Country 106",2000,NA,NA,"Region 1",0,0,-0.285818628845579,0.081692288595167,"Region 1"
